asset_a,asset_b,pvalue,beta
KKR,IT,0.0,1.0917506846696172
KKR,TEL,0.0,0.8555502487116551
CBRE,IT,0.0,1.083172012653836
CBRE,TEL,0.0,0.8618040743910871
ARES,CSX,0.0,0.8213128656174027
CRH,IT,0.0,1.0382148860158398
ARES,ACN,0.0,0.7865645569596375
GRMN,ECL,0.0,0.8437454208082849
GRMN,ARES,0.0,1.0179336054542518
CDW,IT,0.0,1.0611754558848439
CTSH,AMCR,0.0,1.0326232374239759
CTSH,STZ,0.0,1.0444712666091167
ARES,MSI,0.0,0.8900973987367168
CTSH,GRMN,0.0,0.968111533657693
CTSH,LIN,0.0,0.8815269254921775
EL,IT,0.0,0.8819137962063611
EL,TEL,0.0,0.7016187558906766
EL,ACN,0.0,0.7537710737503016
EL,MSI,0.0,0.8606244735055872
EL,CSX,0.0,0.7777773058888264
EL,CRH,0.0,0.7819670638452041
EL,PAYX,0.0,0.7454876661780397
EL,ECL,0.0,0.7595300593919022
WY,APO,0.0,1.0206876453279723
WY,LIN,0.0,0.9269438857366047
WY,CRH,0.0,1.0015353261935367
WY,HPQ,0.0,1.0507879792019947
CTSH,BLK,1.3390428327204357e-29,0.8012948296597807
APH,MSI,1.346312166570687e-29,1.1688061178628755
HAS,APO,1.3638795234149094e-29,0.751023065672886
IT,TEL,1.4327397774417888e-29,0.7365041082746442
HAS,CSX,1.6799475404317815e-29,0.7173689378986527
BLK,ECL,1.7532257892251446e-29,1.0104376456834603
WY,CSX,1.7720455099671166e-29,1.0075302320690873
GRMN,MSI,1.8320670249958193e-29,0.9521955624617584
CDW,APH,1.8882978793474154e-29,0.8530329858294012
EL,ARES,2.0515700144678374e-29,0.929609594743784
CDW,CSX,2.0980032826160267e-29,0.9489927756040643
CTSH,WY,2.6221837147956703e-29,0.798898380054528
CDW,CTSH,2.6446906560534745e-29,1.0575581290522724
EL,GRMN,2.8015535673313526e-29,0.8879162275318925
APH,CSX,2.9880098611628015e-29,1.1114667939303986
CDW,APO,3.4925616573612847e-29,1.0056161546034288
CTSH,ARES,6.079212161900005e-29,1.0170457410774778
STZ,BLK,6.928165380353546e-29,0.6235542279719154
STZ,CSX,9.732521706066529e-29,0.7432312253458512
LIN,BLK,1.0459161068869017e-28,0.8657601691735097
APO,CRH,1.0472361670037302e-28,0.9001894574456767
EL,WY,1.1729995277288975e-28,0.7328353449674894
GRMN,PAYX,1.4253058881637573e-28,0.8245063687728816
CRH,CBRE,1.4367554362651115e-28,0.895416408754768
AMCR,NKE,1.773272126241026e-28,0.82693984092793
HAS,WY,1.927946072728818e-28,0.6884704788967754
LIN,GRMN,2.469854178474998e-28,1.0426224471507448
APO,IT,5.15174225059226e-28,0.9859458788762858
STZ,GRMN,9.271861974189014e-28,0.758605370196271
CDW,CRH,1.1164984104785362e-27,0.9553704425091067
CDW,AMCR,1.426271077477734e-27,1.098642777798852
CDW,WY,1.6713623648217785e-27,0.850095476099845
CRH,TEL,1.9206095084753155e-27,0.8460060324310966
CTSH,CRH,2.0584934970865364e-27,0.8556007276805345
LIN,CSX,2.4260569794082716e-27,1.0012277783140808
CTSH,APO,3.540376588914182e-27,0.9293569993907939
CTSH,KKR,4.702902582767795e-27,0.836139262670335
CDW,EL,5.2947747982811015e-27,1.1459898249897613
EL,CBRE,5.9698116862370845e-27,0.7409103887557242
APO,ARES,6.393547125175067e-27,1.0571771715459555
ECL,ARES,7.48236815452596e-27,1.095756419299611
CDW,CBRE,1.0198539698788436e-26,0.8701720184269246
CDW,KKR,1.1231685092369316e-26,0.9184183987317547
ECL,KKR,1.3148924187581624e-26,0.8886285684695897
PAYX,ARES,1.9389704551575973e-26,1.135868463913324
APH,WY,1.9631108829735475e-26,0.9733821041440761
STZ,APO,2.789446880217326e-26,0.7308932966545747
NKE,ECL,3.060540222224591e-26,0.8026236627999812
STZ,ARES,3.1836674259659e-26,0.7718187941555797
CDW,STZ,3.248565871539295e-26,1.088773160188132
CTSH,EL,3.619377053588964e-26,1.0717451705367773
APH,CBRE,4.3257047527279886e-26,0.9897762639648242
AMCR,KKR,4.385770411487064e-26,0.6757171466324539
APH,KKR,4.3859527798315984e-26,1.0414466228371728
STZ,CBRE,4.652414247017057e-26,0.693475026283853
NKE,CBRE,5.0277790376924795e-26,0.7797231138087238
STZ,CRH,6.685636436312852e-26,0.7187007941065241
NKE,WY,7.501043664066616e-26,0.7702779107101978
PAYX,IT,1.1223924440231136e-25,1.0832506132163502
STZ,KKR,1.423537622769813e-25,0.6295427786160449
AMCR,CBRE,2.4784907566616617e-25,0.7398548686274083
GRMN,BLK,2.5800463680431154e-25,0.8135837493731657
LIN,KKR,3.639364190299375e-25,0.8576625104726979
AMCR,HAS,4.451119703934476e-25,1.0138214196727668
BLK,CRH,4.476847626065357e-25,1.037575763916202
STZ,EL,5.403200292386853e-25,0.8476510190804497
AMCR,CRH,7.832145096406336e-25,0.7891981084451716
LIN,ARES,8.576841172824618e-25,1.0527690766475855
NKE,STZ,1.0515227724739027e-24,0.9486941276382794
GRMN,KKR,1.3032216291838734e-24,0.8378690091659975
NKE,APH,1.8000255624571605e-24,0.7517049089759819
CSX,TEL,1.8083752138023855e-24,0.8010135640195156
APH,BLK,1.8964831600369293e-24,0.9803019261296744
PAYX,CRH,1.9802346890899184e-24,0.9345502135148899
PAYX,KKR,2.4430134983258177e-24,0.9012028315404447
PAYX,TEL,3.0206242168804586e-24,0.807040302706492
MSI,TEL,4.1218190511771665e-24,0.7127997893933273
CTSH,APH,5.0132541674406386e-24,0.7825487422552884
APH,TEL,6.336194485391245e-24,0.9916774554627112
EL,BLK,8.35438115279876e-24,0.7238327693393466
CTSH,PAYX,1.2706344740007728e-23,0.8417505705560093
CDW,MSI,1.8157913821681952e-23,1.0283722013531893
ECL,CRH,1.9470218583736478e-23,0.975651254699226
STZ,TEL,2.0004256048688348e-23,0.6049948997228699
CTSH,ECL,2.0500520847282297e-23,0.8490763621089366
WY,TEL,2.2239540680089425e-23,0.851053494932839
ACN,TEL,2.3700242345407003e-23,0.8466085534475387
ARES,KKR,3.4253974723456093e-23,0.8323858580726889
CDW,TEL,3.983241790343499e-23,0.844149518400993
NKE,PAYX,5.0487302729651283e-23,0.7710433798711328
LIN,TEL,6.531319804500873e-23,0.8264416782944377
GRMN,TEL,6.565227611307985e-23,0.769536685720116
APH,PAYX,6.823914393425938e-23,0.9887331534491586
HPQ,CBRE,1.3614971837935545e-22,0.8012555883655491
APO,CBRE,1.8241694968269882e-22,0.8622778337526678
HPQ,MSI,2.0165889192067003e-22,0.8790461249375267
HPQ,PAYX,3.1073799275378027e-22,0.7366591609721937
NKE,BLK,6.029968536647398e-22,0.76830239137915
ARES,IT,6.501154027385837e-22,0.9206897598964174
AMCR,WY,1.0795758748747097e-21,0.7515105028253461
ARES,CBRE,1.6486563877036226e-21,0.7728946646995122
NKE,GRMN,2.4034655831645994e-21,0.9415219839045137
NKE,ARES,1.2371555504042287e-20,0.970399262849903
STZ,WY,1.927573389528807e-20,0.7228802524211791
GRMN,HPQ,2.423807301833155e-20,0.9305790361308873
APH,HPQ,3.505210488614229e-20,1.1982671450613402
BLK,MSI,3.77470840002337e-20,1.1429795298866137
CDW,GRMN,1.0951490368831747e-19,1.033347626834919
STZ,HPQ,1.3471106869054253e-19,0.7590191569386948
PAYX,CSX,1.5598897206564025e-19,1.005929539212564
PAYX,ACN,2.4688170179660447e-19,0.9532317763764512
LIN,APO,2.548356865190854e-19,0.9711922218258582
HAS,ARES,2.6400242823318196e-19,0.8010202532200823
CTSH,TEL,4.2925713566839685e-19,0.7597244283533331
KKR,ACN,8.143460164593025e-19,0.9015884431359975
EL,KKR,1.084106894088509e-18,0.775663805313995
CTSH,CBRE,1.0895400093511504e-18,0.8117936451831806
AMCR,HPQ,1.3283907360656533e-18,0.8057304993713688
KKR,MSI,1.5932501801370856e-18,0.9996752823111013
AMCR,TEL,1.8754540622862564e-18,0.6583937190855471
HAS,PAYX,2.0032717632848312e-18,0.6404487024423295
NKE,ACN,2.0643123226618005e-18,0.7950007017088765
HPQ,CSX,2.360717170138966e-18,0.8904820843056505
CTSH,HAS,2.4200839451040486e-18,1.1486461960447367
ARES,TEL,2.5508513710964563e-18,0.7142516124764313
BLK,TEL,2.736325411349734e-18,0.8938370422171911
CDW,ECL,2.8362017595211974e-18,0.8876220028343076
CTSH,HPQ,3.0868099377501745e-18,0.928145263980402
ECL,IT,3.3578971704589838e-18,1.0919309182704138
ECL,CSX,5.049459823635212e-18,1.0168907612422988
NKE,MSI,8.068994756432076e-18,0.8988109384004219
HAS,MSI,9.639853279173642e-18,0.7347267637681094
APO,KKR,1.0222948806280664e-17,0.8983283140065529
CDW,NKE,1.463531199607965e-17,1.074439847427341
ECL,TEL,1.4737507243315572e-17,0.8270920678182535
ACN,IT,1.8532284243343575e-17,1.147146098841558
NKE,LIN,1.9183226643615473e-17,0.8156338321427825
BLK,KKR,2.3596934216425083e-17,1.018195286753925
WY,BLK,3.472218181922261e-17,0.8522131327327349
CDW,PAYX,4.834519090165977e-17,0.8671337665217447
ECL,CBRE,5.266978295803202e-17,0.9188089238455963
CDW,HPQ,5.402339068047973e-17,1.0399361355046817
LIN,HPQ,9.882992692562996e-17,1.0042963623841568
BLK,HPQ,1.2539149128535485e-16,1.0891678577985675
PAYX,MSI,2.060564475295992e-16,1.1418350608645864
LIN,CRH,2.2305175024903917e-16,0.9458822059239979
PAYX,CBRE,2.5429038795423495e-16,0.8940514250818753
CDW,BLK,2.6708053100499617e-16,0.8544259723741587
MSI,IT,2.800706607927789e-16,0.9634828472706998
HPQ,ARES,3.609836468157878e-16,0.9590284513328771
LIN,IT,4.294326816824823e-16,1.0319281856221199
AMCR,CSX,4.928852499929814e-16,0.8092934752120843
APH,GRMN,5.909149344292016e-16,1.21305546630677
HPQ,ECL,7.369976322776518e-16,0.7751283887595651
WY,ECL,9.013262645199717e-16,0.9425163872294275
HAS,APH,9.233729457906744e-16,0.6298434456120405
HAS,LIN,1.3180744933764155e-15,0.6836498176744794
CDW,ARES,1.5699150628734436e-15,1.089379199231682
ECL,PAYX,2.129036944122843e-15,0.9581671894330701
HAS,BLK,6.7750505827202e-15,0.6360031184638255
CTSH,NKE,1.534296582523357e-14,0.9891604930402327
HAS,GRMN,1.7351986033635362e-14,0.774699046306281
AMCR,LIN,1.5384293223794512e-13,0.7561825282651957
GRMN,CRH,5.201302524851615e-13,0.8661948434009293
LIN,CBRE,6.54052278157675e-13,0.843460346227067
CBRE,CSX,9.650561429053764e-13,0.9925219356261756
GRMN,CBRE,2.258079958764033e-12,0.7956658072980147
AMCR,GRMN,4.452502922730584e-12,0.8115955909630346
STZ,MSI,5.550888216053283e-12,0.8080642224915253
BLK,CBRE,1.1583671637523113e-11,0.9685639059007293
STZ,PAYX,1.9171091615589912e-11,0.701891455589103
WY,GRMN,2.4420571302404748e-11,1.0511873591133865
AMCR,ECL,3.7832193608616747e-11,0.7567614442137829
AMCR,PAYX,4.850355848138147e-11,0.7056142893536738
APO,BLK,4.9158498459190796e-11,0.8211112101702692
WY,PAYX,1.2175370726832516e-10,0.8900878724708665
HAS,ACN,2.540164274966382e-10,0.6374230190270087
CRH,ACN,5.065690857717362e-10,0.8087643546580728
HAS,NKE,6.584103750432534e-10,0.8274450864957723
CRH,CSX,1.5799936796182645e-09,0.9771291827233538
CRH,MSI,1.5810114376863203e-09,0.9502759906298234
CBRE,ACN,3.0433958537328254e-09,0.8516824261668472
CDW,ACN,5.309425631094623e-09,0.8876294806857433
CBRE,MSI,1.211743763507531e-08,0.9942457240874335
